#timestamp x y z q_x q_y q_z q_w
248.999473 0.000000000000000 0.000000000000000 0.000000000000000 0.003671223317457 0.005492630539818 -0.000000000000000 0.999978176326417
249.099320 -0.004187659755989 -0.009347726006152 0.001059787856561 0.004281385340280 0.005399916205945 0.000291708661901 0.999976212492374
249.199161 0.002454701502502 0.000867534528684 0.004606608222922 0.004395449099124 0.005440931446417 -0.000160491335582 0.999975524967858
249.299795 0.004016258870573 0.000168557771791 0.010297282238404 0.004124455456113 0.005590463187774 -0.000241227256609 0.999975838407082
249.399651 -0.001757754012848 0.002067020171986 0.014151888530228 0.003992477378730 0.005728414749713 -0.000353254487664 0.999975560001395
249.499493 -0.004602380101466 0.005564300018249 0.005848935950392 0.003906592815111 0.005649442755114 -0.000485916839100 0.999976292825965
249.599343 -0.005734442710519 0.003989507975926 -0.002088322325967 0.003926202712485 0.005547593209167 -0.000483771091450 0.999976787284273
249.699193 -0.005234665829121 0.004444353859156 -0.004918418121775 0.003875394928425 0.005508068514518 -0.000550340026727 0.999977169550007
249.799830 -0.003754239675213 0.003716770854313 0.001056148411910 0.003935531526589 0.005529789891096 -0.000624050336049 0.999976771518490
249.899661 0.000161115837323 0.002628765388712 0.002596784475730 0.003835249712146 0.005565861738545 -0.000608198763974 0.999976970803336
249.999498 0.003013314309317 0.000914010096922 0.002352273515217 0.003861347389486 0.005546778309621 -0.000658880009168 0.999976944296145
250.099345 0.003303147747636 0.000612189024454 0.002734413766734 0.003949803113667 0.005525544088835 -0.000690763292582 0.999976694860415
250.199180 0.003331738541734 -0.000450384997229 0.002765285685823 0.003793853085096 0.005490232410830 -0.000742159488367 0.999977456358961
250.299820 0.004059561508568 0.001721728322927 0.002050602912544 0.003906600975686 0.005522567163929 -0.000819101603351 0.999976784127162
250.399666 0.003959208374930 0.002143221090716 0.001375578478312 0.003920220455081 0.005498127524529 -0.000918807814108 0.999976778859143
250.499494 0.002286953210954 -0.000361613325988 0.003304326854150 0.004034163610303 0.005484290156402 -0.000810109343134 0.999976495627921
250.599336 0.001503376961005 -0.002179218331834 0.003976003817296 0.004016501501341 0.005444621970016 -0.000929193803835 0.999976679931171
250.699170 0.001906722924221 -0.002118233126540 0.005389230085089 0.003876046141017 0.005552725710099 -0.000936141792462 0.999976633298021
250.799799 0.002666348825253 -0.001377581371817 0.005245560504727 0.003929764965819 0.005541282657685 -0.001028706374418 0.999976396169938
250.899630 0.002104886190135 -0.000629811827948 0.006313465913370 0.003909967422087 0.005558249892031 -0.001066433219758 0.999976340086646
250.999467 0.001130256542757 -0.001021421344508 0.007829699507114 0.003935258626437 0.005606370015852 -0.001127068432353 0.999975905745502
251.099299 0.001315257251228 -0.001114215695361 0.008169978433907 0.003902419811629 0.005658706353627 -0.001199695146488 0.999975655150451
251.199135 0.002249360846610 0.001728605056847 0.007888690255524 0.003828950244000 0.005620369406652 -0.001250110410404 0.999976093620104
251.299793 0.001520373245462 0.001526587587573 0.008114843799182 0.003885713954363 0.005658402859044 -0.001228343753460 0.999975687142329
251.399626 0.001058912955402 0.001296227776346 0.007023496614484 0.003878290321603 0.005657671937296 -0.001249339449753 0.999975694086297
251.499456 0.000410476602320 0.001128980862847 0.007320028038858 0.003898535501728 0.005581875843328 -0.001265348648147 0.999976021200414
251.599301 0.000135445349637 0.001938979224908 0.006761505214222 0.003801701396860 0.005611941310414 -0.001367743543554 0.999976090943587
251.699135 0.000180785885932 0.002466309705636 0.007201231812849 0.003927608825670 0.005573946768305 -0.001362638497703 0.999975823819087
251.799788 0.000041483253484 0.002569382119660 0.007598853529806 0.003952989397913 0.005603861856161 -0.001395956445325 0.999975510656496
251.899635 0.001600313579702 0.003981586808038 0.007334448277222 0.003901566786176 0.005629670827183 -0.001491429569025 0.999975429808568
251.999477 0.002102060915747 0.003352891769583 0.007051065672776 0.003871682273674 0.005593034090421 -0.001487178215407 0.999975757879655
252.099337 0.002063379227633 0.003824402009169 0.007844203401682 0.003869048365373 0.005654206520168 -0.001584106616482 0.999975275204143
252.199172 0.002800063454759 0.003160371296635 0.007683154153415 0.003895638238206 0.005628948896036 -0.001588848640251 0.999975306943647
252.299802 0.002798258349351 0.003652946256870 0.006878361608425 0.003942877053872 0.005568770073885 -0.001620877710961 0.999975407335525
